Time,Dataset,TypeDataset,IR,Repetition,SmoteMin,SmoteMax,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2022-6-17/16:31:16,spambase,regular,2,2,100,RUS,None,SVM,3430,91.59,315,8.41,0.83,0.08,0.29,16.82,58,3745,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.88,1400,91.26,134,8.74,0.82,0.09,0.3,17.47,59.11,1534,0.91,0.1,0.91,0.91,0.91,0.82,0.9,0.87,58
2022-6-17/16:31:26,spambase,regular,2,2,100,RUS,CFS,IB1,3740,99.87,5,0.13,1,0,0.03,0.37,5.65,3745,1,0,1,1,1,1,1,1,1399,91.2,135,8.8,0.82,0.09,0.3,17.7,59.3,1534,0.91,0.09,0.91,0.91,0.91,0.82,0.92,0.89,18
2022-6-17/16:31:27,spambase,regular,2,2,100,RUS,CFS,SVM,3265,87.18,480,12.82,0.74,0.13,0.36,25.63,71.6,3745,0.87,0.13,0.88,0.87,0.87,0.75,0.87,0.83,1352,88.14,182,11.86,0.75,0.12,0.34,23.73,68.89,1534,0.88,0.14,0.88,0.88,0.88,0.75,0.87,0.83,18
2022-6-17/16:32:12,spambase,regular,2,2,100,40,None,IB1,5006,99.94,3,0.06,1,0,0.02,0.16,3.46,5009,1,0,1,1,1,1,1,1,1393,90.81,141,9.19,0.81,0.09,0.3,18.58,61.11,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,58
2022-6-17/16:32:13,spambase,regular,2,2,100,40,None,SVM,4609,92.01,400,7.99,0.84,0.08,0.28,16.01,56.58,5009,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,1404,91.53,130,8.47,0.82,0.08,0.29,17.1,58.69,1534,0.92,0.1,0.92,0.92,0.92,0.82,0.91,0.88,58
2022-6-17/16:32:24,spambase,regular,2,2,100,40,CFS,IB1,5003,99.88,6,0.12,1,0,0.03,0.32,5.28,5009,1,0,1,1,1,1,1,1,1403,91.46,131,8.54,0.82,0.09,0.29,17.31,58.89,1534,0.92,0.09,0.92,0.92,0.92,0.82,0.92,0.89,16
2022-6-17/16:32:25,spambase,regular,2,2,100,40,CFS,SVM,4420,88.24,589,11.76,0.76,0.12,0.34,23.57,68.66,5009,0.88,0.12,0.89,0.88,0.88,0.77,0.88,0.84,1365,88.98,169,11.02,0.77,0.11,0.33,22.24,66.92,1534,0.89,0.14,0.89,0.89,0.89,0.77,0.88,0.84,16
2022-6-17/16:33:7,spambase,regular,2,3,0,0,None,IB1,3064,99.93,2,0.07,1,0,0.02,0.2,3.69,3066,1,0,1,1,1,1,1,1,1396,91,138,9,0.81,0.09,0.3,19,61.66,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,58
2022-6-17/16:33:8,spambase,regular,2,3,0,0,None,SVM,2747,89.6,319,10.4,0.78,0.1,0.32,21.7,65.88,3066,0.9,0.13,0.9,0.9,0.9,0.78,0.88,0.85,1400,91.26,134,8.74,0.81,0.09,0.3,18.33,60.73,1534,0.91,0.11,0.91,0.91,0.91,0.81,0.9,0.87,58
2022-6-17/16:33:16,spambase,regular,2,3,0,0,CFS,IB1,3056,99.67,10,0.33,0.99,0.01,0.05,1.06,10.01,3066,1,0.01,1,1,1,0.99,1,1,1395,90.94,139,9.06,0.81,0.09,0.3,19.58,61.85,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,16
2022-6-17/16:33:17,spambase,regular,2,3,0,0,CFS,SVM,2629,85.75,437,14.25,0.69,0.14,0.38,29.73,77.11,3066,0.86,0.19,0.86,0.86,0.85,0.7,0.83,0.8,1345,87.68,189,12.32,0.73,0.12,0.35,25.85,72.12,1534,0.88,0.17,0.88,0.88,0.87,0.74,0.85,0.82,16
2022-6-17/16:33:36,spambase,regular,2,3,0,RUS,None,IB1,2445,99.96,1,0.04,1,0,0.01,0.16,2.86,2446,1,0,1,1,1,1,1,1,1373,89.5,161,10.5,0.78,0.11,0.32,21.12,64.82,1534,0.9,0.1,0.9,0.9,0.9,0.79,0.9,0.87,58
2022-6-17/16:33:37,spambase,regular,2,3,0,RUS,None,SVM,2174,88.88,272,11.12,0.78,0.11,0.33,22.24,66.69,2446,0.89,0.11,0.89,0.89,0.89,0.78,0.89,0.85,1401,91.33,133,8.67,0.82,0.09,0.29,17.34,58.89,1534,0.91,0.1,0.91,0.91,0.91,0.82,0.91,0.88,58
2022-6-17/16:33:45,spambase,regular,2,3,0,RUS,CFS,IB1,2439,99.71,7,0.29,0.99,0.01,0.05,1.01,9.67,2446,1,0,1,1,1,0.99,1,1,1386,90.35,148,9.65,0.8,0.1,0.31,19.99,62.16,1534,0.9,0.09,0.91,0.9,0.9,0.8,0.91,0.88,17
2022-6-17/16:33:46,spambase,regular,2,3,0,RUS,CFS,SVM,2068,84.55,378,15.45,0.69,0.15,0.39,30.91,78.62,2446,0.84,0.16,0.85,0.84,0.84,0.7,0.84,0.8,1336,87.09,198,12.91,0.72,0.13,0.36,25.81,71.85,1534,0.87,0.16,0.87,0.87,0.87,0.72,0.86,0.82,17
2022-6-17/16:34:9,spambase,regular,2,3,Auto,RUS2,None,IB1,3064,99.93,2,0.07,1,0,0.02,0.2,3.69,3066,1,0,1,1,1,1,1,1,1396,91,138,9,0.81,0.09,0.3,19,61.66,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,58
2022-6-17/16:34:10,spambase,regular,2,3,Auto,RUS2,None,SVM,2748,89.63,318,10.37,0.78,0.1,0.32,21.63,65.78,3066,0.9,0.13,0.9,0.9,0.9,0.78,0.88,0.85,1399,91.2,135,8.8,0.81,0.09,0.3,18.46,60.95,1534,0.91,0.11,0.91,0.91,0.91,0.81,0.9,0.87,58
2022-6-17/16:34:18,spambase,regular,2,3,Auto,RUS2,CFS,IB1,3056,99.67,10,0.33,0.99,0.01,0.05,1.06,10.01,3066,1,0.01,1,1,1,0.99,1,1,1395,90.94,139,9.06,0.81,0.09,0.3,19.58,61.85,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,16
2022-6-17/16:34:19,spambase,regular,2,3,Auto,RUS2,CFS,SVM,2629,85.75,437,14.25,0.69,0.14,0.38,29.73,77.11,3066,0.86,0.19,0.86,0.86,0.85,0.7,0.83,0.8,1345,87.68,189,12.32,0.73,0.12,0.35,25.85,72.12,1534,0.88,0.17,0.88,0.88,0.87,0.74,0.85,0.82,16
2022-6-17/16:34:52,spambase,regular,2,3,100,0,None,IB1,4287,99.95,2,0.05,1,0,0.02,0.14,3.08,4289,1,0,1,1,1,1,1,1,1379,89.9,155,10.1,0.79,0.1,0.32,19.67,61.09,1534,0.9,0.09,0.9,0.9,0.9,0.8,0.91,0.88,58
2022-6-17/16:34:53,spambase,regular,2,3,100,0,None,SVM,3924,91.49,365,8.51,0.83,0.09,0.29,17.36,58.93,4289,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.88,1413,92.11,121,7.89,0.83,0.08,0.28,15.28,53.94,1534,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,58
2022-6-17/16:35:3,spambase,regular,2,3,100,0,CFS,IB1,4277,99.72,12,0.28,0.99,0,0.05,0.9,9.26,4289,1,0,1,1,1,0.99,1,1,1400,91.26,134,8.74,0.82,0.09,0.29,17.42,56.64,1534,0.91,0.09,0.92,0.91,0.91,0.82,0.92,0.89,19
2022-6-17/16:35:4,spambase,regular,2,3,100,0,CFS,SVM,3813,88.9,476,11.1,0.78,0.11,0.33,22.64,67.29,4289,0.89,0.11,0.89,0.89,0.89,0.78,0.89,0.85,1362,88.79,172,11.21,0.76,0.11,0.33,21.72,64.32,1534,0.89,0.12,0.89,0.89,0.89,0.77,0.89,0.85,19
2022-6-17/16:35:35,spambase,regular,2,3,100,RUS,None,IB1,3685,99.95,2,0.05,1,0,0.02,0.16,3.29,3687,1,0,1,1,1,1,1,1,1374,89.57,160,10.43,0.78,0.1,0.32,20.97,64.63,1534,0.9,0.1,0.9,0.9,0.9,0.79,0.9,0.87,58
2022-6-17/16:35:36,spambase,regular,2,3,100,RUS,None,SVM,3354,90.97,333,9.03,0.82,0.09,0.3,18.06,60.11,3687,0.91,0.09,0.91,0.91,0.91,0.82,0.91,0.87,1407,91.72,127,8.28,0.82,0.08,0.29,16.56,57.55,1534,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.88,58
2022-6-17/16:35:45,spambase,regular,2,3,100,RUS,CFS,IB1,3679,99.78,8,0.22,1,0,0.04,0.65,7.75,3687,1,0,1,1,1,1,1,1,1399,91.2,135,8.8,0.82,0.09,0.3,17.92,59.15,1534,0.91,0.09,0.91,0.91,0.91,0.81,0.92,0.89,18
2022-6-17/16:35:46,spambase,regular,2,3,100,RUS,CFS,SVM,3202,86.85,485,13.15,0.74,0.13,0.36,26.31,72.54,3687,0.87,0.13,0.87,0.87,0.87,0.74,0.87,0.82,1351,88.07,183,11.93,0.75,0.12,0.35,23.86,69.08,1534,0.88,0.14,0.88,0.88,0.88,0.75,0.87,0.83,18
2022-6-17/16:36:32,spambase,regular,2,3,100,40,None,IB1,5024,99.96,2,0.04,1,0,0.01,0.12,2.82,5026,1,0,1,1,1,1,1,1,1396,91,138,9,0.81,0.09,0.3,18.2,60.39,1534,0.91,0.09,0.91,0.91,0.91,0.81,0.92,0.89,58
2022-6-17/16:36:33,spambase,regular,2,3,100,40,None,SVM,4603,91.58,423,8.42,0.83,0.08,0.29,16.84,58.04,5026,0.92,0.09,0.92,0.92,0.92,0.83,0.92,0.88,1413,92.11,121,7.89,0.83,0.08,0.28,15.87,56.5,1534,0.92,0.09,0.92,0.92,0.92,0.83,0.92,0.89,58
2022-6-17/16:36:44,spambase,regular,2,3,100,40,CFS,IB1,5014,99.76,12,0.24,1,0,0.04,0.76,8.52,5026,1,0,1,1,1,1,1,1,1408,91.79,126,8.21,0.83,0.08,0.29,16.99,57.51,1534,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.9,17
2022-6-17/16:36:45,spambase,regular,2,3,100,40,CFS,SVM,4430,88.14,596,11.86,0.76,0.12,0.34,23.73,68.9,5026,0.88,0.12,0.89,0.88,0.88,0.77,0.88,0.84,1363,88.85,171,11.15,0.76,0.11,0.33,22.43,67.17,1534,0.89,0.14,0.89,0.89,0.89,0.76,0.88,0.84,17
2022-6-17/16:37:27,spambase,regular,2,4,0,0,None,IB1,3065,99.97,1,0.03,1,0,0.01,0.13,2.62,3066,1,0,1,1,1,1,1,1,1381,90.03,153,9.97,0.79,0.1,0.32,20.99,64.6,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.87,58
2022-6-17/16:37:28,spambase,regular,2,4,0,0,None,SVM,2782,90.74,284,9.26,0.8,0.09,0.3,19.42,62.32,3066,0.91,0.12,0.91,0.91,0.91,0.81,0.9,0.87,1407,91.72,127,8.28,0.83,0.08,0.29,17.33,58.82,1534,0.92,0.1,0.92,0.92,0.92,0.83,0.91,0.88,58
2022-6-17/16:37:38,spambase,regular,2,4,0,0,CFS,IB1,3060,99.8,6,0.2,1,0,0.04,0.72,8.09,3066,1,0,1,1,1,1,1,1,1394,90.87,140,9.13,0.81,0.09,0.3,19.4,61.74,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,20
2022-6-17/16:37:38,spambase,regular,2,4,0,0,CFS,SVM,2702,88.13,364,11.87,0.75,0.12,0.34,24.89,70.56,3066,0.88,0.15,0.88,0.88,0.88,0.75,0.86,0.83,1361,88.72,173,11.28,0.76,0.11,0.34,23.6,68.65,1534,0.89,0.14,0.89,0.89,0.89,0.76,0.87,0.84,20
2022-6-17/16:37:57,spambase,regular,2,4,0,RUS,None,IB1,2410,100,0,0,1,0,0,0.08,0.08,2410,1,0,1,1,1,1,1,1,1356,88.4,178,11.6,0.76,0.12,0.34,23.27,68.1,1534,0.88,0.12,0.89,0.88,0.88,0.76,0.89,0.85,58
2022-6-17/16:37:58,spambase,regular,2,4,0,RUS,None,SVM,2185,90.66,225,9.34,0.81,0.09,0.31,18.67,61.11,2410,0.91,0.09,0.91,0.91,0.91,0.81,0.91,0.87,1406,91.66,128,8.34,0.82,0.08,0.29,16.69,57.77,1534,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.88,58
2022-6-17/16:38:6,spambase,regular,2,4,0,RUS,CFS,IB1,2406,99.83,4,0.17,1,0,0.04,0.69,7.83,2410,1,0,1,1,1,1,1,1,1374,89.57,160,10.43,0.78,0.11,0.32,21.3,64.55,1534,0.9,0.1,0.9,0.9,0.9,0.79,0.9,0.87,16
2022-6-17/16:38:7,spambase,regular,2,4,0,RUS,CFS,SVM,2104,87.3,306,12.7,0.75,0.13,0.36,25.39,71.27,2410,0.87,0.13,0.88,0.87,0.87,0.75,0.87,0.83,1368,89.18,166,10.82,0.77,0.11,0.33,21.64,65.79,1534,0.89,0.13,0.89,0.89,0.89,0.77,0.88,0.85,16
2022-6-17/16:38:29,spambase,regular,2,4,Auto,RUS2,None,IB1,3065,99.97,1,0.03,1,0,0.01,0.13,2.62,3066,1,0,1,1,1,1,1,1,1381,90.03,153,9.97,0.79,0.1,0.32,20.99,64.6,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.87,58
2022-6-17/16:38:31,spambase,regular,2,4,Auto,RUS2,None,SVM,2781,90.7,285,9.3,0.8,0.09,0.3,19.49,62.43,3066,0.91,0.12,0.91,0.91,0.91,0.8,0.9,0.87,1407,91.72,127,8.28,0.83,0.08,0.29,17.33,58.82,1534,0.92,0.1,0.92,0.92,0.92,0.83,0.91,0.88,58
2022-6-17/16:38:40,spambase,regular,2,4,Auto,RUS2,CFS,IB1,3060,99.8,6,0.2,1,0,0.04,0.72,8.09,3066,1,0,1,1,1,1,1,1,1394,90.87,140,9.13,0.81,0.09,0.3,19.4,61.74,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.88,20
2022-6-17/16:38:41,spambase,regular,2,4,Auto,RUS2,CFS,SVM,2702,88.13,364,11.87,0.75,0.12,0.34,24.89,70.56,3066,0.88,0.15,0.88,0.88,0.88,0.75,0.86,0.83,1361,88.72,173,11.28,0.76,0.11,0.34,23.6,68.65,1534,0.89,0.14,0.89,0.89,0.89,0.76,0.87,0.84,20
2022-6-17/16:39:13,spambase,regular,2,4,100,0,None,IB1,4270,99.98,1,0.02,1,0,0.01,0.09,2.18,4271,1,0,1,1,1,1,1,1,1371,89.37,163,10.63,0.78,0.11,0.33,20.8,63.08,1534,0.89,0.11,0.9,0.89,0.89,0.78,0.9,0.86,58
2022-6-17/16:39:14,spambase,regular,2,4,100,0,None,SVM,3938,92.2,333,7.8,0.84,0.08,0.28,15.85,56.31,4271,0.92,0.07,0.92,0.92,0.92,0.84,0.92,0.89,1417,92.37,117,7.63,0.84,0.08,0.28,14.86,53.41,1534,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,58
2022-6-17/16:39:24,spambase,regular,2,4,100,0,CFS,IB1,4265,99.86,6,0.14,1,0,0.03,0.5,6.76,4271,1,0,1,1,1,1,1,1,1389,90.55,145,9.45,0.8,0.1,0.31,18.69,59.42,1534,0.91,0.09,0.91,0.91,0.91,0.81,0.91,0.88,16
2022-6-17/16:39:25,spambase,regular,2,4,100,0,CFS,SVM,3812,89.25,459,10.75,0.78,0.11,0.33,21.85,66.11,4271,0.89,0.1,0.9,0.89,0.89,0.79,0.9,0.85,1373,89.5,161,10.5,0.78,0.11,0.32,20.45,62.65,1534,0.9,0.11,0.9,0.9,0.9,0.78,0.89,0.85,16
2022-6-17/16:39:56,spambase,regular,2,4,100,RUS,None,IB1,3722,99.97,1,0.03,1,0,0.01,0.1,2.32,3723,1,0,1,1,1,1,1,1,1386,90.35,148,9.65,0.8,0.1,0.31,19.4,62.16,1534,0.9,0.1,0.9,0.9,0.9,0.8,0.91,0.87,58
2022-6-17/16:39:57,spambase,regular,2,4,100,RUS,None,SVM,3436,92.29,287,7.71,0.85,0.08,0.28,15.42,55.53,3723,0.92,0.08,0.92,0.92,0.92,0.85,0.92,0.89,1415,92.24,119,7.76,0.84,0.08,0.28,15.52,55.71,1534,0.92,0.09,0.92,0.92,0.92,0.84,0.92,0.89,58
2022-6-17/16:40:7,spambase,regular,2,4,100,RUS,CFS,IB1,3715,99.79,8,0.21,1,0,0.04,0.72,8.23,3723,1,0,1,1,1,1,1,1,1385,90.29,149,9.71,0.8,0.1,0.31,19.88,62.38,1534,0.9,0.1,0.9,0.9,0.9,0.8,0.91,0.88,20
2022-6-17/16:40:8,spambase,regular,2,4,100,RUS,CFS,SVM,3380,90.79,343,9.21,0.82,0.09,0.3,18.43,60.71,3723,0.91,0.09,0.91,0.91,0.91,0.82,0.91,0.87,1395,90.94,139,9.06,0.81,0.09,0.3,18.12,60.21,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.9,0.87,20
2022-6-17/16:40:54,spambase,regular,2,4,100,40,None,IB1,5014,99.98,1,0.02,1,0,0.01,0.08,2,5015,1,0,1,1,1,1,1,1,1382,90.09,152,9.91,0.79,0.1,0.32,20.08,63.47,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.87,58
2022-6-17/16:40:55,spambase,regular,2,4,100,40,None,SVM,4640,92.52,375,7.48,0.85,0.07,0.27,14.98,54.73,5015,0.93,0.08,0.93,0.93,0.93,0.85,0.92,0.89,1418,92.44,116,7.56,0.84,0.08,0.28,15.25,55.41,1534,0.92,0.09,0.92,0.92,0.92,0.84,0.92,0.89,58
2022-6-17/16:41:6,spambase,regular,2,4,100,40,CFS,IB1,5009,99.88,6,0.12,1,0,0.03,0.42,6.21,5015,1,0,1,1,1,1,1,1,1391,90.68,143,9.32,0.81,0.09,0.31,19.02,61.48,1534,0.91,0.09,0.91,0.91,0.91,0.81,0.91,0.88,17
2022-6-17/16:41:7,spambase,regular,2,4,100,40,CFS,SVM,4516,90.05,499,9.95,0.8,0.1,0.32,19.93,63.14,5015,0.9,0.1,0.9,0.9,0.9,0.8,0.9,0.86,1387,90.42,147,9.58,0.8,0.1,0.31,19.32,62.37,1534,0.9,0.11,0.9,0.9,0.9,0.8,0.9,0.86,17
2022-6-17/16:41:49,spambase,regular,2,5,0,0,None,IB1,3064,99.93,2,0.07,1,0,0.02,0.2,3.71,3066,1,0,1,1,1,1,1,1,1385,90.29,149,9.71,0.8,0.1,0.31,20.31,63.27,1534,0.9,0.11,0.9,0.9,0.9,0.8,0.9,0.87,58
2022-6-17/16:41:50,spambase,regular,2,5,0,0,None,SVM,2769,90.31,297,9.69,0.79,0.1,0.31,20.44,63.94,3066,0.9,0.13,0.9,0.9,0.9,0.8,0.89,0.86,1383,90.16,151,9.84,0.79,0.1,0.31,20.53,63.71,1534,0.9,0.12,0.9,0.9,0.9,0.8,0.89,0.86,58
2022-6-17/16:41:59,spambase,regular,2,5,0,0,CFS,IB1,3058,99.74,8,0.26,0.99,0,0.04,0.91,9.19,3066,1,0,1,1,1,1,1,1,1379,89.9,155,10.1,0.79,0.1,0.32,21.42,64.44,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.87,18
2022-6-17/16:41:60,spambase,regular,2,5,0,0,CFS,SVM,2685,87.57,381,12.43,0.73,0.12,0.35,26.22,72.42,3066,0.88,0.17,0.88,0.88,0.87,0.74,0.85,0.82,1337,87.16,197,12.84,0.73,0.13,0.36,26.78,72.77,1534,0.87,0.16,0.87,0.87,0.87,0.73,0.86,0.82,18
2022-6-17/16:42:18,spambase,regular,2,5,0,RUS,None,IB1,2367,99.96,1,0.04,1,0,0.01,0.16,2.91,2368,1,0,1,1,1,1,1,1,1370,89.31,164,10.69,0.78,0.11,0.33,21.51,65.42,1534,0.89,0.1,0.9,0.89,0.89,0.78,0.9,0.86,58
2022-6-17/16:42:19,spambase,regular,2,5,0,RUS,None,SVM,2146,90.63,222,9.38,0.81,0.09,0.31,18.75,61.24,2368,0.91,0.09,0.91,0.91,0.91,0.81,0.91,0.87,1393,90.81,141,9.19,0.81,0.09,0.3,18.38,60.64,1534,0.91,0.1,0.91,0.91,0.91,0.81,0.91,0.87,58
2022-6-17/16:42:27,spambase,regular,2,5,0,RUS,CFS,IB1,2361,99.7,7,0.3,0.99,0.01,0.05,1.01,9.64,2368,1,0,1,1,1,0.99,1,1,1386,90.35,148,9.65,0.8,0.1,0.31,19.74,62.04,1534,0.9,0.09,0.91,0.9,0.9,0.8,0.91,0.88,19
2022-6-17/16:42:28,spambase,regular,2,5,0,RUS,CFS,SVM,2058,86.91,310,13.09,0.74,0.13,0.36,26.18,72.36,2368,0.87,0.13,0.88,0.87,0.87,0.75,0.87,0.82,1345,87.68,189,12.32,0.74,0.12,0.35,24.64,70.2,1534,0.88,0.14,0.88,0.88,0.88,0.74,0.87,0.83,19
2022-6-17/16:42:51,spambase,regular,2,5,Auto,RUS2,None,IB1,3064,99.93,2,0.07,1,0,0.02,0.2,3.71,3066,1,0,1,1,1,1,1,1,1385,90.29,149,9.71,0.8,0.1,0.31,20.31,63.27,1534,0.9,0.11,0.9,0.9,0.9,0.8,0.9,0.87,58
2022-6-17/16:42:52,spambase,regular,2,5,Auto,RUS2,None,SVM,2770,90.35,296,9.65,0.79,0.1,0.31,20.37,63.83,3066,0.9,0.13,0.9,0.9,0.9,0.8,0.89,0.86,1383,90.16,151,9.84,0.79,0.1,0.31,20.53,63.71,1534,0.9,0.12,0.9,0.9,0.9,0.8,0.89,0.86,58
2022-6-17/16:43:1,spambase,regular,2,5,Auto,RUS2,CFS,IB1,3058,99.74,8,0.26,0.99,0,0.04,0.91,9.19,3066,1,0,1,1,1,1,1,1,1379,89.9,155,10.1,0.79,0.1,0.32,21.42,64.44,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.87,18
2022-6-17/16:43:2,spambase,regular,2,5,Auto,RUS2,CFS,SVM,2685,87.57,381,12.43,0.73,0.12,0.35,26.22,72.42,3066,0.88,0.17,0.88,0.88,0.87,0.74,0.85,0.82,1337,87.16,197,12.84,0.73,0.13,0.36,26.78,72.77,1534,0.87,0.15,0.87,0.87,0.87,0.73,0.86,0.82,18
2022-6-17/16:43:34,spambase,regular,2,5,100,0,None,IB1,4248,99.95,2,0.05,1,0,0.02,0.14,3.09,4250,1,0,1,1,1,1,1,1,1375,89.63,159,10.37,0.79,0.1,0.32,20.35,62.71,1534,0.9,0.1,0.9,0.9,0.9,0.79,0.9,0.86,58
2022-6-17/16:43:35,spambase,regular,2,5,100,0,None,SVM,3907,91.93,343,8.07,0.84,0.08,0.28,16.35,57.19,4250,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,1404,91.53,130,8.47,0.83,0.08,0.29,16.61,56.71,1534,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.88,58
2022-6-17/16:43:46,spambase,regular,2,5,100,0,CFS,IB1,4242,99.81,8,0.19,1,0,0.04,0.63,7.64,4250,1,0,1,1,1,1,1,1,1390,90.61,144,9.39,0.81,0.1,0.31,18.69,59.58,1534,0.91,0.09,0.91,0.91,0.91,0.81,0.92,0.88,20
2022-6-17/16:43:47,spambase,regular,2,5,100,0,CFS,SVM,3812,89.69,438,10.31,0.79,0.1,0.32,20.88,64.63,4250,0.9,0.1,0.9,0.9,0.9,0.8,0.9,0.86,1364,88.92,170,11.08,0.77,0.11,0.33,21.72,64.85,1534,0.89,0.12,0.89,0.89,0.89,0.77,0.89,0.85,20
2022-6-17/16:44:17,spambase,regular,2,5,100,RUS,None,IB1,3763,99.95,2,0.05,1,0,0.02,0.16,3.26,3765,1,0,1,1,1,1,1,1,1375,89.63,159,10.37,0.79,0.1,0.32,20.77,64.38,1534,0.9,0.11,0.9,0.9,0.9,0.79,0.9,0.86,58
2022-6-17/16:44:18,spambase,regular,2,5,100,RUS,None,SVM,3465,92.03,300,7.97,0.84,0.08,0.28,15.94,56.46,3765,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,1400,91.26,134,8.74,0.82,0.09,0.3,17.47,59.11,1534,0.91,0.09,0.91,0.91,0.91,0.82,0.91,0.88,58
2022-6-17/16:44:29,spambase,regular,2,5,100,RUS,CFS,IB1,3759,99.84,6,0.16,1,0,0.03,0.51,6.82,3765,1,0,1,1,1,1,1,1,1377,89.77,157,10.23,0.79,0.1,0.32,20.67,63.86,1534,0.9,0.1,0.9,0.9,0.9,0.79,0.91,0.87,22
2022-6-17/16:44:30,spambase,regular,2,5,100,RUS,CFS,SVM,3373,89.59,392,10.41,0.79,0.1,0.32,20.82,64.53,3765,0.9,0.1,0.9,0.9,0.9,0.79,0.9,0.86,1371,89.37,163,10.63,0.78,0.11,0.33,21.25,65.2,1534,0.89,0.11,0.89,0.89,0.89,0.78,0.89,0.85,22
2022-6-17/16:45:15,spambase,regular,2,5,100,40,None,IB1,5001,99.96,2,0.04,1,0,0.01,0.12,2.83,5003,1,0,1,1,1,1,1,1,1383,90.16,151,9.84,0.8,0.1,0.31,19.91,63.26,1534,0.9,0.1,0.9,0.9,0.9,0.8,0.91,0.87,58
2022-6-17/16:45:17,spambase,regular,2,5,100,40,None,SVM,4614,92.22,389,7.78,0.84,0.08,0.28,15.6,55.85,5003,0.92,0.08,0.92,0.92,0.92,0.84,0.92,0.89,1404,91.53,130,8.47,0.82,0.08,0.29,17.11,58.71,1534,0.92,0.09,0.92,0.92,0.92,0.82,0.91,0.88,58
2022-6-17/16:45:27,spambase,regular,2,5,100,40,CFS,IB1,4995,99.84,8,0.16,1,0,0.04,0.53,7.03,5003,1,0,1,1,1,1,1,1,1397,91.07,137,8.93,0.82,0.09,0.3,18.23,60.1,1534,0.91,0.09,0.91,0.91,0.91,0.82,0.91,0.89,16
2022-6-17/16:45:28,spambase,regular,2,5,100,40,CFS,SVM,4480,89.55,523,10.45,0.79,0.1,0.32,20.97,64.76,5003,0.9,0.11,0.9,0.9,0.9,0.79,0.89,0.85,1367,89.11,167,10.89,0.77,0.11,0.33,21.99,66.54,1534,0.89,0.13,0.89,0.89,0.89,0.77,0.88,0.85,16
2022-6-17/16:46:10,spambase,regular,2,6,0,0,None,IB1,3065,99.97,1,0.03,1,0,0.01,0.13,2.62,3066,1,0,1,1,1,1,1,1,1371,89.37,163,10.63,0.78,0.11,0.33,22.33,66.51,1534,0.89,0.12,0.89,0.89,0.89,0.78,0.89,0.86,58
2022-6-17/16:46:11,spambase,regular,2,6,0,0,None,SVM,2764,90.15,302,9.85,0.79,0.1,0.31,20.7,64.34,3066,0.9,0.13,0.9,0.9,0.9,0.79,0.89,0.86,1384,90.22,150,9.78,0.79,0.1,0.31,20.44,63.77,1534,0.9,0.12,0.9,0.9,0.9,0.8,0.89,0.86,58
2022-6-17/16:46:20,spambase,regular,2,6,0,0,CFS,IB1,3060,99.8,6,0.2,1,0,0.04,0.72,8.1,3066,1,0,1,1,1,1,1,1,1387,90.42,147,9.58,0.8,0.1,0.31,20.37,63.16,1534,0.9,0.1,0.9,0.9,0.9,0.8,0.9,0.87,17
